  206 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  207 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  208 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  209 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  210 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  211 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  212 0.876	 1.100	 1.192	 1.156	 4.933	 3.760	 0.113	 0.816	 1.204	 0.926	 1.010	 0.818	 0.000	
  213 1.095	 1.176	 1.176	 1.225	 1.257	 1.676	 0.405	 0.391	 1.097	 0.901	 0.862	 0.802	 0.000	
  214 1.176	 1.003	 0.998	 0.628	 0.806	 1.939	 0.342	 1.010	 0.960	 0.639	 0.846	 0.882	 0.000	
  215 1.176	 1.003	 0.998	 0.628	 0.806	 1.939	 0.342	 1.010	 0.960	 0.639	 0.846	 0.882	 0.000	
  216 1.176	 1.003	 0.998	 0.628	 0.806	 1.939	 0.342	 1.010	 0.960	 0.639	 0.846	 0.882	 0.000	
  217 1.090	 1.184	 1.138	 1.357	 4.584	 4.011	 0.314	 0.732	 1.114	 0.606	 1.125	 0.815	 0.000	
  218 1.090	 1.184	 1.138	 1.357	 4.584	 4.011	 0.314	 0.732	 1.114	 0.606	 1.125	 0.815	 0.000	
  219 0.987	 1.160	 0.961	 1.122	 1.254	 0.460	 0.264	 0.960	 0.723	 1.037	 0.865	 0.880	 0.000	
  220 0.987	 1.160	 0.961	 1.122	 1.254	 0.460	 0.264	 0.960	 0.723	 1.037	 0.865	 0.880	 0.000	
  221 1.211	 1.099	 0.867	 0.747	 1.395	 0.965	 0.214	 1.069	 0.815	 0.649	 1.166	 0.741	 0.000	
  222 1.239	 1.159	 0.973	 0.405	 0.915	 1.879	 0.717	 0.186	 1.173	 0.826	 1.192	 0.365	 0.000	
  223 1.239	 1.159	 0.973	 0.405	 0.915	 1.879	 0.717	 0.186	 1.173	 0.826	 1.192	 0.365	 0.000	
  224 0.761	 1.117	 1.108	 1.171	 2.976	 3.335	 0.185	 0.732	 1.217	 0.557	 1.277	 1.093	 0.000	
  225 0.761	 1.117	 1.108	 1.171	 2.976	 3.335	 0.185	 0.732	 1.217	 0.557	 1.277	 1.093	 0.000	
  226 0.761	 1.117	 1.108	 1.171	 2.976	 3.335	 0.185	 0.732	 1.217	 0.557	 1.277	 1.093	 0.000	
  227 0.761	 1.117	 1.108	 1.171	 2.976	 3.335	 0.185	 0.732	 1.217	 0.557	 1.277	 1.093	 0.000	
  228 1.135	 1.260	 0.933	 0.989	 0.183	 1.006	 0.606	 0.650	 0.705	 1.035	 0.780	 0.722	 0.000	
  229 1.135	 1.260	 0.933	 0.989	 0.183	 1.006	 0.606	 0.650	 0.705	 1.035	 0.780	 0.722	 0.000	
  230 1.003	 1.129	 0.908	 0.939	 0.866	 1.281	 0.329	 0.648	 1.087	 1.092	 0.555	 1.052	 0.000	
  231 1.304	 1.195	 0.756	 1.077	 0.289	 3.739	 0.538	 0.344	 1.181	 0.605	 1.189	 0.806	 0.000	
  232 1.304	 1.195	 0.756	 1.077	 0.289	 3.739	 0.538	 0.344	 1.181	 0.605	 1.189	 0.806	 0.000	
  233 1.304	 1.195	 0.756	 1.077	 0.289	 3.739	 0.538	 0.344	 1.181	 0.605	 1.189	 0.806	 0.000	
  234 0.951	 1.173	 1.155	 0.065	 0.995	 3.506	 0.600	 0.494	 0.974	 0.918	 0.742	 1.104	 0.000	
  235 0.951	 1.173	 1.155	 0.065	 0.995	 3.506	 0.600	 0.494	 0.974	 0.918	 0.742	 1.104	 0.000	
  236 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  237 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  238 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  239 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  240 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  241 1.224	 1.137	 0.977	 1.131	 1.156	 3.091	 0.337	 0.754	 0.914	 0.974	 0.913	 0.526	 0.000	
  242 0.646	 1.151	 1.055	 1.072	 0.904	 0.812	 0.380	 0.519	 1.175	 0.895	 0.990	 1.090	 0.000	
  243 0.646	 1.151	 1.055	 1.072	 0.904	 0.812	 0.380	 0.519	 1.175	 0.895	 0.990	 1.090	 0.000	
  244 0.646	 1.151	 1.055	 1.072	 0.904	 0.812	 0.380	 0.519	 1.175	 0.895	 0.990	 1.090	 0.000	
  245 0.646	 1.151	 1.055	 1.072	 0.904	 0.812	 0.380	 0.519	 1.175	 0.895	 0.990	 1.090	 0.000	
  246 0.646	 1.151	 1.055	 1.072	 0.904	 0.812	 0.380	 0.519	 1.175	 0.895	 0.990	 1.090	 0.000	
  247 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  248 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  249 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  250 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  251 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  252 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  253 1.125	 1.104	 0.991	 0.731	 1.080	 3.672	 0.426	 0.738	 1.056	 0.465	 1.300	 0.655	 0.000	
  254 1.070	 1.059	 1.169	 0.390	 1.028	 1.043	 0.487	 0.734	 0.719	 0.941	 0.955	 0.843	 0.000	
  255 1.084	 1.135	 0.974	 0.986	 1.309	 3.226	 0.536	 0.546	 1.173	 0.785	 0.912	 0.728	 0.000	
  256 1.084	 1.135	 0.974	 0.986	 1.309	 3.226	 0.536	 0.546	 1.173	 0.785	 0.912	 0.728	 0.000	
  257 1.055	 0.946	 1.106	 0.452	 0.945	 1.707	 0.147	 1.144	 0.926	 0.599	 1.023	 0.960	 0.000	
  258 1.055	 0.946	 1.106	 0.452	 0.945	 1.707	 0.147	 1.144	 0.926	 0.599	 1.023	 0.960	 0.000	
  259 0.848	 1.271	 1.147	 1.199	 0.829	 1.370	 0.128	 0.814	 1.136	 0.879	 0.868	 0.974	 0.000	
  260 0.749	 1.072	 1.038	 0.296	 0.765	 0.700	 0.135	 0.854	 0.948	 1.163	 0.893	 1.013	 0.000	
  261 1.139	 1.174	 1.193	 0.440	 0.481	 2.783	 0.195	 0.906	 0.942	 1.025	 0.810	 0.840	 0.000	
  262 1.139	 1.174	 1.193	 0.440	 0.481	 2.783	 0.195	 0.906	 0.942	 1.025	 0.810	 0.840	 0.000	
  263 1.139	 1.174	 1.193	 0.440	 0.481	 2.783	 0.195	 0.906	 0.942	 1.025	 0.810	 0.840	 0.000	
  264 1.182	 1.033	 1.013	 0.302	 0.973	 2.029	 0.136	 1.038	 1.107	 0.550	 1.031	 0.657	 0.000	
  265 1.182	 1.033	 1.013	 0.302	 0.973	 2.029	 0.136	 1.038	 1.107	 0.550	 1.031	 0.657	 0.000	
  266 1.182	 1.033	 1.013	 0.302	 0.973	 2.029	 0.136	 1.038	 1.107	 0.550	 1.031	 0.657	 0.000	
  267 0.965	 1.207	 1.152	 1.243	 1.016	 2.068	 0.152	 0.578	 1.145	 0.838	 0.993	 0.876	 0.000	
  268 0.965	 1.207	 1.152	 1.243	 1.016	 2.068	 0.152	 0.578	 1.145	 0.838	 0.993	 0.876	 0.000	
  269 0.965	 1.207	 1.152	 1.243	 1.016	 2.068	 0.152	 0.578	 1.145	 0.838	 0.993	 0.876	 0.000	
  270 1.067	 1.214	 1.012	 0.415	 1.188	 1.452	 0.290	 0.623	 0.926	 1.008	 0.954	 0.645	 0.000	
  271 1.109	 1.046	 1.011	 0.331	 1.137	 3.821	 0.107	 1.100	 1.045	 0.630	 1.038	 0.698	 0.000	
  272 1.109	 1.046	 1.011	 0.331	 1.137	 3.821	 0.107	 1.100	 1.045	 0.630	 1.038	 0.698	 0.000	
  273 1.104	 1.005	 0.991	 1.126	 2.115	 1.470	 0.187	 0.913	 0.929	 0.917	 0.897	 0.890	 0.000	
  274 1.229	 1.030	 1.192	 1.115	 3.646	 3.394	 0.267	 0.594	 1.129	 1.073	 0.665	 0.960	 0.000	
  275 1.229	 1.030	 1.192	 1.115	 3.646	 3.394	 0.267	 0.594	 1.129	 1.073	 0.665	 0.960	 0.000	
  276 1.270	 0.827	 1.232	 0.079	 0.815	 2.118	 0.248	 1.103	 0.687	 0.626	 1.079	 0.967	 0.000	
  277 1.270	 0.827	 1.232	 0.079	 0.815	 2.118	 0.248	 1.103	 0.687	 0.626	 1.079	 0.967	 0.000	
  278 1.270	 0.827	 1.232	 0.079	 0.815	 2.118	 0.248	 1.103	 0.687	 0.626	 1.079	 0.967	 0.000	
  279 1.270	 0.827	 1.232	 0.079	 0.815	 2.118	 0.248	 1.103	 0.687	 0.626	 1.079	 0.967	 0.000	
  280 1.270	 0.827	 1.232	 0.079	 0.815	 2.118	 0.248	 1.103	 0.687	 0.626	 1.079	 0.967	 0.000	
  281 1.108	 1.175	 1.153	 0.645	 1.462	 1.948	 0.579	 0.483	 1.135	 0.768	 0.958	 0.686	 0.000	
  282 1.042	 1.225	 0.920	 0.649	 1.220	 2.795	 0.137	 0.821	 1.194	 0.391	 1.123	 1.074	 0.000	
  283 1.040	 1.018	 0.988	 1.030	 1.449	 1.439	 0.181	 0.889	 1.100	 0.745	 1.110	 0.826	 0.000	
  284 0.948	 1.063	 1.132	 0.247	 1.028	 2.117	 0.279	 0.507	 1.087	 0.914	 0.927	 1.040	 0.000	
  285 0.948	 1.063	 1.132	 0.247	 1.028	 2.117	 0.279	 0.507	 1.087	 0.914	 0.927	 1.040	 0.000	
  286 0.948	 1.063	 1.132	 0.247	 1.028	 2.117	 0.279	 0.507	 1.087	 0.914	 0.927	 1.040	 0.000	
  287 0.948	 1.063	 1.132	 0.247	 1.028	 2.117	 0.279	 0.507	 1.087	 0.914	 0.927	 1.040	 0.000	
  288 0.948	 1.063	 1.132	 0.247	 1.028	 2.117	 0.279	 0.507	 1.087	 0.914	 0.927	 1.040	 0.000	
  289 1.066	 1.157	 1.081	 0.914	 1.538	 3.568	 0.590	 0.550	 0.822	 0.927	 0.897	 0.800	 0.000	
  290 1.066	 1.157	 1.081	 0.914	 1.538	 3.568	 0.590	 0.550	 0.822	 0.927	 0.897	 0.800	 0.000	
  291 0.922	 1.237	 1.182	 0.806	 0.613	 2.808	 0.206	 0.684	 1.075	 0.734	 1.066	 0.838	 0.000	
  292 1.049	 1.242	 1.128	 1.082	 2.273	 2.551	 0.492	 0.427	 1.139	 0.769	 1.042	 0.909	 0.000	
  293 0.867	 1.030	 1.073	 1.085	 1.642	 3.375	 0.201	 0.819	 1.085	 0.752	 0.960	 1.098	 0.000	
  294 0.940	 1.017	 1.185	 0.412	 1.124	 1.492	 0.065	 0.851	 1.061	 0.660	 1.014	 1.214	 0.000	
  295 0.940	 1.017	 1.185	 0.412	 1.124	 1.492	 0.065	 0.851	 1.061	 0.660	 1.014	 1.214	 0.000	
  296 0.950	 1.252	 1.038	 1.037	 0.991	 4.104	 0.358	 0.728	 0.976	 0.681	 1.043	 0.851	 0.000	
  297 0.950	 1.252	 1.038	 1.037	 0.991	 4.104	 0.358	 0.728	 0.976	 0.681	 1.043	 0.851	 0.000	
  298 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  299 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  300 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  301 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  302 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  303 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  304 0.906	 1.177	 1.076	 1.197	 3.841	 4.684	 0.198	 0.741	 1.069	 1.147	 0.802	 0.752	 0.000	
  305 1.235	 1.117	 0.936	 1.034	 1.418	 2.531	 0.427	 0.492	 1.039	 0.825	 1.033	 0.851	 0.000	
  306 1.235	 1.117	 0.936	 1.034	 1.418	 2.531	 0.427	 0.492	 1.039	 0.825	 1.033	 0.851	 0.000	
  307 1.235	 1.117	 0.936	 1.034	 1.418	 2.531	 0.427	 0.492	 1.039	 0.825	 1.033	 0.851	 0.000	
  308 1.118	 0.968	 1.103	 1.106	 3.714	 3.291	 0.122	 0.773	 1.064	 0.984	 0.743	 1.076	 0.000	
  309 1.118	 0.968	 1.103	 1.106	 3.714	 3.291	 0.122	 0.773	 1.064	 0.984	 0.743	 1.076	 0.000	
  310 1.118	 0.968	 1.103	 1.106	 3.714	 3.291	 0.122	 0.773	 1.064	 0.984	 0.743	 1.076	 0.000	
  311 1.118	 0.968	 1.103	 1.106	 3.714	 3.291	 0.122	 0.773	 1.064	 0.984	 0.743	 1.076	 0.000	
  312 1.056	 1.138	 1.015	 1.236	 2.469	 1.909	 0.417	 0.759	 0.797	 0.846	 1.124	 0.680	 0.000	
  313 0.916	 1.107	 1.057	 0.836	 0.911	 4.010	 0.111	 0.707	 1.224	 0.665	 0.977	 1.214	 0.000	
  314 0.916	 1.107	 1.057	 0.836	 0.911	 4.010	 0.111	 0.707	 1.224	 0.665	 0.977	 1.214	 0.000	
  315 0.916	 1.107	 1.057	 0.836	 0.911	 4.010	 0.111	 0.707	 1.224	 0.665	 0.977	 1.214	 0.000	
  316 1.181	 1.109	 1.050	 0.743	 1.335	 2.843	 0.451	 0.537	 1.057	 0.683	 1.348	 0.552	 0.000	
  317 1.181	 1.109	 1.050	 0.743	 1.335	 2.843	 0.451	 0.537	 1.057	 0.683	 1.348	 0.552	 0.000	
  318 1.181	 1.109	 1.050	 0.743	 1.335	 2.843	 0.451	 0.537	 1.057	 0.683	 1.348	 0.552	 0.000	
  319 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  320 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  321 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  322 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  323 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  324 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  325 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  326 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  327 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  328 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  329 1.140	 1.214	 1.237	 1.170	 1.421	 4.486	 0.648	 0.356	 1.077	 0.776	 0.910	 0.886	 0.000	
  330 0.797	 1.250	 1.038	 1.412	 2.830	 3.483	 0.184	 0.778	 1.077	 0.636	 1.198	 1.041	 0.000	
  331 0.797	 1.250	 1.038	 1.412	 2.830	 3.483	 0.184	 0.778	 1.077	 0.636	 1.198	 1.041	 0.000	
  332 1.256	 1.139	 1.215	 0.245	 1.260	 3.571	 0.244	 0.953	 0.756	 0.689	 1.274	 0.619	 0.000	
  333 1.256	 1.139	 1.215	 0.245	 1.260	 3.571	 0.244	 0.953	 0.756	 0.689	 1.274	 0.619	 0.000	
  334 1.121	 1.132	 1.151	 1.198	 2.480	 3.562	 0.488	 0.739	 0.807	 0.894	 0.875	 0.735	 0.000	
  335 1.121	 1.132	 1.151	 1.198	 2.480	 3.562	 0.488	 0.739	 0.807	 0.894	 0.875	 0.735	 0.000	
  336 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  337 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  338 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  339 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  340 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  341 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  342 1.184	 1.276	 0.830	 1.002	 0.750	 0.950	 0.664	 0.448	 1.113	 0.501	 1.138	 0.735	 0.000	
  343 1.106	 1.151	 1.067	 1.019	 1.297	 1.709	 0.153	 0.973	 0.826	 1.169	 0.785	 0.736	 0.000	
  344 1.106	 1.151	 1.067	 1.019	 1.297	 1.709	 0.153	 0.973	 0.826	 1.169	 0.785	 0.736	 0.000	
  345 1.037	 1.205	 1.131	 0.996	 1.463	 3.710	 0.201	 1.008	 0.895	 0.681	 1.141	 0.613	 0.000	
  346 1.037	 1.205	 1.131	 0.996	 1.463	 3.710	 0.201	 1.008	 0.895	 0.681	 1.141	 0.613	 0.000	
  347 0.915	 1.224	 1.225	 1.022	 0.301	 0.317	 0.287	 0.832	 0.999	 0.750	 0.971	 1.003	 0.000	
  348 1.050	 0.924	 1.149	 0.539	 0.853	 2.739	 0.590	 0.412	 0.997	 0.922	 0.805	 1.156	 0.000	
  349 1.050	 0.924	 1.149	 0.539	 0.853	 2.739	 0.590	 0.412	 0.997	 0.922	 0.805	 1.156	 0.000	
  350 1.050	 0.924	 1.149	 0.539	 0.853	 2.739	 0.590	 0.412	 0.997	 0.922	 0.805	 1.156	 0.000	
  351 1.050	 0.924	 1.149	 0.539	 0.853	 2.739	 0.590	 0.412	 0.997	 0.922	 0.805	 1.156	 0.000	
  352 0.902	 1.117	 0.980	 0.526	 1.441	 3.412	 0.158	 0.941	 1.072	 0.653	 0.971	 1.027	 0.000	
  353 1.116	 1.051	 1.233	 0.438	 0.681	 0.419	 0.678	 0.212	 1.053	 0.634	 1.137	 1.019	 0.000	
  354 0.923	 1.239	 1.069	 0.411	 0.726	 2.454	 0.647	 0.426	 1.030	 0.840	 0.774	 1.058	 0.000	
  355 0.981	 1.117	 1.113	 0.982	 0.519	 0.556	 0.073	 1.142	 0.788	 0.911	 0.966	 0.817	 0.000	
  356 1.053	 1.159	 1.043	 0.928	 2.463	 4.348	 0.292	 0.714	 1.223	 0.448	 1.142	 0.839	 0.000	
  357 1.053	 1.159	 1.043	 0.928	 2.463	 4.348	 0.292	 0.714	 1.223	 0.448	 1.142	 0.839	 0.000	
  358 1.053	 1.159	 1.043	 0.928	 2.463	 4.348	 0.292	 0.714	 1.223	 0.448	 1.142	 0.839	 0.000	
  359 1.118	 1.281	 1.082	 0.883	 0.233	 3.560	 0.513	 0.541	 0.913	 0.699	 1.199	 0.630	 0.000	
  360 1.118	 1.281	 1.082	 0.883	 0.233	 3.560	 0.513	 0.541	 0.913	 0.699	 1.199	 0.630	 0.000	
  361 1.118	 1.281	 1.082	 0.883	 0.233	 3.560	 0.513	 0.541	 0.913	 0.699	 1.199	 0.630	 0.000	
  362 1.118	 1.281	 1.082	 0.883	 0.233	 3.560	 0.513	 0.541	 0.913	 0.699	 1.199	 0.630	 0.000	
  363 1.118	 1.281	 1.082	 0.883	 0.233	 3.560	 0.513	 0.541	 0.913	 0.699	 1.199	 0.630	 0.000	
  364 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  365 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  366 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  367 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  368 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  369 0.835	 1.206	 0.987	 1.161	 2.213	 2.616	 0.446	 0.731	 0.920	 0.700	 1.080	 1.011	 0.000	
  370 0.982	 1.136	 1.215	 1.046	 3.503	 4.712	 0.354	 0.563	 1.071	 1.116	 0.792	 0.790	 0.000	
  371 0.945	 1.125	 1.127	 1.432	 4.864	 3.300	 0.233	 0.676	 1.085	 0.840	 1.084	 0.905	 0.000	
  372 0.945	 1.125	 1.127	 1.432	 4.864	 3.300	 0.233	 0.676	 1.085	 0.840	 1.084	 0.905	 0.000	
  373 0.945	 1.125	 1.127	 1.432	 4.864	 3.300	 0.233	 0.676	 1.085	 0.840	 1.084	 0.905	 0.000	
  374 1.062	 1.124	 1.050	 0.322	 0.757	 0.855	 0.391	 1.011	 0.719	 0.434	 1.279	 0.943	 0.000	
  375 1.156	 1.095	 1.016	 0.827	 1.255	 2.727	 0.081	 0.902	 0.988	 0.842	 1.109	 0.850	 0.000	
  376 1.264	 1.061	 1.088	 0.856	 0.619	 2.500	 0.264	 0.731	 1.117	 0.928	 0.840	 0.789	 0.000	
  377 1.264	 1.061	 1.088	 0.856	 0.619	 2.500	 0.264	 0.731	 1.117	 0.928	 0.840	 0.789	 0.000	
  378 1.264	 1.061	 1.088	 0.856	 0.619	 2.500	 0.264	 0.731	 1.117	 0.928	 0.840	 0.789	 0.000	
  379 0.852	 1.247	 1.124	 1.339	 2.664	 4.898	 0.362	 0.602	 0.999	 0.700	 1.077	 1.022	 0.000	
  380 0.852	 1.247	 1.124	 1.339	 2.664	 4.898	 0.362	 0.602	 0.999	 0.700	 1.077	 1.022	 0.000	
  381 1.160	 1.186	 0.946	 0.913	 1.911	 0.844	 0.207	 0.974	 0.920	 0.641	 1.124	 0.789	 0.000	
  382 1.160	 1.186	 0.946	 0.913	 1.911	 0.844	 0.207	 0.974	 0.920	 0.641	 1.124	 0.789	 0.000	
  383 0.967	 1.272	 0.933	 1.202	 0.385	 1.146	 0.528	 0.364	 1.175	 0.828	 0.954	 0.804	 0.000	
  384 0.967	 1.272	 0.933	 1.202	 0.385	 1.146	 0.528	 0.364	 1.175	 0.828	 0.954	 0.804	 0.000	
  385 0.939	 1.128	 1.222	 1.050	 3.046	 4.258	 0.299	 0.558	 1.122	 1.080	 0.843	 0.820	 0.000	
  386 0.939	 1.128	 1.222	 1.050	 3.046	 4.258	 0.299	 0.558	 1.122	 1.080	 0.843	 0.820	 0.000	
  387 0.939	 1.128	 1.222	 1.050	 3.046	 4.258	 0.299	 0.558	 1.122	 1.080	 0.843	 0.820	 0.000	
  388 0.939	 1.128	 1.222	 1.050	 3.046	 4.258	 0.299	 0.558	 1.122	 1.080	 0.843	 0.820	 0.000	
  389 1.217	 1.159	 0.947	 0.422	 0.562	 3.175	 0.315	 0.748	 0.952	 0.805	 1.107	 0.641	 0.000	
  390 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  391 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  392 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  393 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  394 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  395 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  396 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  397 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  398 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  399 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  400 1.115	 1.140	 1.080	 1.246	 4.997	 3.340	 0.231	 0.745	 1.196	 0.623	 1.064	 0.613	 0.000	
  401 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  402 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  403 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  404 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  405 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  406 0.850	 1.202	 1.065	 0.658	 1.209	 2.237	 0.195	 1.102	 0.900	 0.659	 1.278	 0.730	 0.000	
  407 0.949	 1.245	 0.943	 0.776	 1.353	 1.499	 0.329	 0.806	 0.935	 0.875	 0.984	 0.755	 0.000	
  408 1.118	 1.158	 0.975	 0.763	 1.183	 3.997	 0.523	 0.536	 1.170	 0.514	 1.302	 0.546	 0.000	
  409 1.118	 1.158	 0.975	 0.763	 1.183	 3.997	 0.523	 0.536	 1.170	 0.514	 1.302	 0.546	 0.000	
  410 1.118	 1.158	 0.975	 0.763	 1.183	 3.997	 0.523	 0.536	 1.170	 0.514	 1.302	 0.546	 0.000	
