   66 0.793	 1.085	 1.064	 1.265	 1.641	 2.730	 0.386	 0.675	 0.975	 0.806	 0.912	 1.206	 0.000	
   67 0.793	 1.085	 1.064	 1.265	 1.641	 2.730	 0.386	 0.675	 0.975	 0.806	 0.912	 1.206	 0.000	
   68 1.190	 1.014	 1.169	 0.277	 1.243	 0.692	 0.535	 0.428	 1.025	 0.979	 1.199	 0.469	 0.000	
   69 1.315	 0.919	 0.996	 0.727	 1.284	 1.388	 0.351	 0.675	 1.048	 0.682	 1.172	 0.703	 0.000	
   70 1.315	 0.919	 0.996	 0.727	 1.284	 1.388	 0.351	 0.675	 1.048	 0.682	 1.172	 0.703	 0.000	
   71 1.315	 0.919	 0.996	 0.727	 1.284	 1.388	 0.351	 0.675	 1.048	 0.682	 1.172	 0.703	 0.000	
   72 1.315	 0.919	 0.996	 0.727	 1.284	 1.388	 0.351	 0.675	 1.048	 0.682	 1.172	 0.703	 0.000	
   73 0.947	 1.192	 1.113	 0.826	 2.288	 3.941	 0.364	 0.539	 1.220	 0.489	 1.174	 0.965	 0.000	
   74 0.947	 1.192	 1.113	 0.826	 2.288	 3.941	 0.364	 0.539	 1.220	 0.489	 1.174	 0.965	 0.000	
   75 1.228	 1.016	 1.151	 0.335	 0.834	 2.960	 0.117	 0.890	 1.203	 0.612	 1.065	 0.593	 0.000	
   76 1.228	 1.016	 1.151	 0.335	 0.834	 2.960	 0.117	 0.890	 1.203	 0.612	 1.065	 0.593	 0.000	
   77 0.979	 1.218	 1.148	 1.103	 3.507	 2.883	 0.314	 0.793	 1.021	 0.702	 1.082	 0.856	 0.000	
   78 0.979	 1.218	 1.148	 1.103	 3.507	 2.883	 0.314	 0.793	 1.021	 0.702	 1.082	 0.856	 0.000	
   79 0.979	 1.218	 1.148	 1.103	 3.507	 2.883	 0.314	 0.793	 1.021	 0.702	 1.082	 0.856	 0.000	
   80 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   81 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   82 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   83 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   84 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   85 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   86 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   87 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   88 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   89 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   90 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   91 1.113	 1.205	 0.995	 1.257	 3.699	 4.167	 0.375	 0.600	 1.250	 0.636	 1.054	 0.597	 0.000	
   92 1.167	 1.084	 1.130	 1.098	 4.549	 3.988	 0.251	 0.910	 0.806	 0.859	 1.084	 0.737	 0.000	
   93 1.167	 1.084	 1.130	 1.098	 4.549	 3.988	 0.251	 0.910	 0.806	 0.859	 1.084	 0.737	 0.000	
   94 1.167	 1.084	 1.130	 1.098	 4.549	 3.988	 0.251	 0.910	 0.806	 0.859	 1.084	 0.737	 0.000	
   95 1.167	 1.084	 1.130	 1.098	 4.549	 3.988	 0.251	 0.910	 0.806	 0.859	 1.084	 0.737	 0.000	
   96 0.650	 1.201	 1.023	 0.483	 1.305	 0.963	 0.334	 0.703	 1.221	 0.557	 1.211	 1.046	 0.000	
   97 0.955	 1.217	 1.202	 0.918	 1.489	 2.942	 0.522	 0.495	 1.126	 0.568	 1.249	 0.746	 0.000	
   98 0.955	 1.217	 1.202	 0.918	 1.489	 2.942	 0.522	 0.495	 1.126	 0.568	 1.249	 0.746	 0.000	
   99 0.955	 1.217	 1.202	 0.918	 1.489	 2.942	 0.522	 0.495	 1.126	 0.568	 1.249	 0.746	 0.000	
  100 0.955	 1.217	 1.202	 0.918	 1.489	 2.942	 0.522	 0.495	 1.126	 0.568	 1.249	 0.746	 0.000	
  101 1.023	 1.077	 0.980	 0.526	 0.938	 2.172	 0.531	 0.546	 1.008	 0.458	 1.259	 0.936	 0.000	
  102 1.171	 1.042	 0.899	 0.844	 0.959	 0.501	 0.356	 0.682	 1.084	 0.815	 0.889	 0.880	 0.000	
  103 0.989	 1.171	 1.223	 0.718	 1.627	 2.146	 0.487	 0.427	 1.162	 0.453	 1.204	 0.902	 0.000	
  104 1.147	 1.059	 1.079	 0.389	 0.755	 0.383	 0.555	 0.561	 0.956	 0.916	 1.108	 0.535	 0.000	
  105 1.131	 1.026	 1.143	 0.376	 0.707	 1.456	 0.420	 0.972	 0.742	 0.815	 0.873	 0.875	 0.000	
  106 0.814	 1.177	 0.966	 0.244	 0.358	 1.241	 0.497	 0.606	 1.234	 0.551	 1.121	 0.979	 0.000	
  107 0.814	 1.177	 0.966	 0.244	 0.358	 1.241	 0.497	 0.606	 1.234	 0.551	 1.121	 0.979	 0.000	
  108 0.903	 1.001	 1.138	 0.199	 1.229	 1.984	 0.094	 0.754	 1.036	 0.920	 0.912	 1.135	 0.000	
  109 1.015	 1.110	 0.969	 1.264	 1.006	 0.772	 0.395	 0.649	 1.153	 0.584	 1.039	 0.888	 0.000	
  110 1.015	 1.110	 0.969	 1.264	 1.006	 0.772	 0.395	 0.649	 1.153	 0.584	 1.039	 0.888	 0.000	
  111 1.187	 1.307	 0.867	 0.836	 0.518	 1.730	 0.554	 0.597	 0.881	 0.628	 1.181	 0.747	 0.000	
  112 1.187	 1.307	 0.867	 0.836	 0.518	 1.730	 0.554	 0.597	 0.881	 0.628	 1.181	 0.747	 0.000	
  113 1.187	 1.307	 0.867	 0.836	 0.518	 1.730	 0.554	 0.597	 0.881	 0.628	 1.181	 0.747	 0.000	
  114 1.187	 1.307	 0.867	 0.836	 0.518	 1.730	 0.554	 0.597	 0.881	 0.628	 1.181	 0.747	 0.000	
  115 1.171	 1.113	 1.202	 1.245	 1.305	 4.369	 0.542	 0.411	 1.122	 0.699	 1.050	 0.877	 0.000	
  116 1.171	 1.113	 1.202	 1.245	 1.305	 4.369	 0.542	 0.411	 1.122	 0.699	 1.050	 0.877	 0.000	
  117 1.001	 0.976	 1.102	 1.386	 2.809	 1.667	 0.091	 0.860	 1.037	 0.704	 1.138	 1.031	 0.000	
  118 1.047	 1.095	 1.175	 0.160	 0.927	 2.407	 0.254	 1.201	 0.550	 0.836	 1.134	 0.801	 0.000	
  119 1.047	 1.095	 1.175	 0.160	 0.927	 2.407	 0.254	 1.201	 0.550	 0.836	 1.134	 0.801	 0.000	
  120 1.237	 0.881	 1.121	 0.233	 1.023	 1.296	 0.360	 0.826	 0.947	 0.856	 0.800	 0.889	 0.000	
  121 0.975	 1.031	 1.150	 1.247	 3.342	 4.128	 0.199	 0.764	 1.099	 0.501	 1.286	 0.970	 0.000	
  122 0.975	 1.031	 1.150	 1.247	 3.342	 4.128	 0.199	 0.764	 1.099	 0.501	 1.286	 0.970	 0.000	
  123 0.975	 1.031	 1.150	 1.247	 3.342	 4.128	 0.199	 0.764	 1.099	 0.501	 1.286	 0.970	 0.000	
  124 0.975	 1.031	 1.150	 1.247	 3.342	 4.128	 0.199	 0.764	 1.099	 0.501	 1.286	 0.970	 0.000	
  125 1.082	 1.107	 0.946	 1.283	 2.534	 1.456	 0.089	 0.917	 1.082	 0.600	 1.169	 0.755	 0.000	
  126 0.933	 0.994	 1.025	 1.007	 1.477	 1.597	 0.126	 0.855	 1.248	 0.675	 0.983	 1.076	 0.000	
  127 0.933	 0.994	 1.025	 1.007	 1.477	 1.597	 0.126	 0.855	 1.248	 0.675	 0.983	 1.076	 0.000	
  128 0.933	 0.994	 1.025	 1.007	 1.477	 1.597	 0.126	 0.855	 1.248	 0.675	 0.983	 1.076	 0.000	
  129 0.933	 0.994	 1.025	 1.007	 1.477	 1.597	 0.126	 0.855	 1.248	 0.675	 0.983	 1.076	 0.000	
  130 0.933	 0.994	 1.025	 1.007	 1.477	 1.597	 0.126	 0.855	 1.248	 0.675	 0.983	 1.076	 0.000	
  131 0.687	 1.181	 0.997	 0.627	 1.390	 4.747	 0.303	 0.758	 1.121	 0.897	 0.720	 1.218	 0.000	
  132 0.687	 1.181	 0.997	 0.627	 1.390	 4.747	 0.303	 0.758	 1.121	 0.897	 0.720	 1.218	 0.000	
  133 1.161	 0.972	 1.057	 1.175	 3.598	 3.230	 0.244	 0.649	 1.195	 1.087	 0.561	 0.986	 0.000	
  134 1.161	 0.972	 1.057	 1.175	 3.598	 3.230	 0.244	 0.649	 1.195	 1.087	 0.561	 0.986	 0.000	
  135 1.161	 0.972	 1.057	 1.175	 3.598	 3.230	 0.244	 0.649	 1.195	 1.087	 0.561	 0.986	 0.000	
  136 1.161	 0.972	 1.057	 1.175	 3.598	 3.230	 0.244	 0.649	 1.195	 1.087	 0.561	 0.986	 0.000	
  137 1.194	 1.138	 0.941	 1.199	 0.987	 0.810	 0.107	 0.892	 1.187	 0.594	 1.184	 0.497	 0.000	
  138 1.194	 1.138	 0.941	 1.199	 0.987	 0.810	 0.107	 0.892	 1.187	 0.594	 1.184	 0.497	 0.000	
  139 1.194	 1.138	 0.941	 1.199	 0.987	 0.810	 0.107	 0.892	 1.187	 0.594	 1.184	 0.497	 0.000	
  140 0.744	 1.195	 1.091	 0.562	 0.362	 1.549	 0.531	 0.433	 1.085	 0.910	 1.128	 0.857	 0.000	
  141 1.062	 0.882	 1.080	 0.969	 0.981	 1.934	 0.275	 0.876	 0.886	 0.633	 1.253	 0.983	 0.000	
  142 1.131	 1.125	 1.232	 0.760	 1.364	 0.915	 0.303	 0.806	 0.853	 1.021	 0.922	 0.718	 0.000	
  143 1.131	 1.232	 1.024	 0.980	 1.339	 3.907	 0.456	 0.490	 1.082	 0.512	 1.312	 0.638	 0.000	
  144 1.131	 1.232	 1.024	 0.980	 1.339	 3.907	 0.456	 0.490	 1.082	 0.512	 1.312	 0.638	 0.000	
  145 0.993	 1.047	 1.086	 1.310	 1.579	 3.036	 0.119	 0.850	 1.127	 0.551	 1.083	 1.192	 0.000	
  146 1.253	 0.908	 1.050	 1.156	 3.478	 3.928	 0.156	 0.804	 1.101	 0.795	 1.004	 0.809	 0.000	
  147 1.102	 1.060	 0.958	 0.838	 1.475	 1.221	 0.154	 1.054	 0.796	 0.940	 0.863	 0.867	 0.000	
  148 1.102	 1.060	 0.958	 0.838	 1.475	 1.221	 0.154	 1.054	 0.796	 0.940	 0.863	 0.867	 0.000	
  149 1.067	 1.173	 1.248	 0.978	 3.311	 3.532	 0.332	 0.645	 1.197	 0.691	 0.942	 0.796	 0.000	
  150 1.020	 1.124	 1.186	 0.115	 0.488	 1.095	 0.069	 0.931	 1.025	 0.860	 1.230	 0.675	 0.000	
  151 1.020	 1.124	 1.186	 0.115	 0.488	 1.095	 0.069	 0.931	 1.025	 0.860	 1.230	 0.675	 0.000	
  152 1.020	 1.124	 1.186	 0.115	 0.488	 1.095	 0.069	 0.931	 1.025	 0.860	 1.230	 0.675	 0.000	
  153 0.845	 1.054	 1.194	 0.963	 0.990	 2.555	 0.330	 0.837	 0.868	 0.746	 1.038	 1.117	 0.000	
  154 0.845	 1.054	 1.194	 0.963	 0.990	 2.555	 0.330	 0.837	 0.868	 0.746	 1.038	 1.117	 0.000	
  155 0.845	 1.054	 1.194	 0.963	 0.990	 2.555	 0.330	 0.837	 0.868	 0.746	 1.038	 1.117	 0.000	
  156 0.845	 1.054	 1.194	 0.963	 0.990	 2.555	 0.330	 0.837	 0.868	 0.746	 1.038	 1.117	 0.000	
  157 0.901	 1.160	 1.156	 1.262	 4.037	 0.148	 0.175	 0.994	 1.038	 0.599	 1.100	 0.956	 0.000	
  158 0.901	 1.160	 1.156	 1.262	 4.037	 0.148	 0.175	 0.994	 1.038	 0.599	 1.100	 0.956	 0.000	
  159 0.901	 1.160	 1.156	 1.262	 4.037	 0.148	 0.175	 0.994	 1.038	 0.599	 1.100	 0.956	 0.000	
  160 0.919	 1.207	 1.231	 1.264	 0.650	 0.850	 0.367	 0.681	 1.015	 0.853	 0.818	 1.059	 0.000	
  161 0.919	 1.207	 1.231	 1.264	 0.650	 0.850	 0.367	 0.681	 1.015	 0.853	 0.818	 1.059	 0.000	
  162 0.999	 1.220	 1.039	 0.644	 1.197	 2.802	 0.324	 0.969	 0.766	 0.740	 0.993	 1.018	 0.000	
  163 1.017	 1.245	 0.992	 1.147	 2.093	 3.184	 0.166	 0.963	 1.018	 0.701	 0.876	 0.980	 0.000	
  164 1.017	 1.245	 0.992	 1.147	 2.093	 3.184	 0.166	 0.963	 1.018	 0.701	 0.876	 0.980	 0.000	
  165 1.054	 1.051	 1.186	 0.449	 1.062	 4.373	 0.386	 0.964	 0.920	 0.421	 1.243	 0.833	 0.000	
  166 1.054	 1.051	 1.186	 0.449	 1.062	 4.373	 0.386	 0.964	 0.920	 0.421	 1.243	 0.833	 0.000	
  167 1.152	 1.142	 0.958	 1.068	 0.577	 3.054	 0.525	 0.586	 1.015	 0.756	 0.905	 0.918	 0.000	
  168 1.152	 1.142	 0.958	 1.068	 0.577	 3.054	 0.525	 0.586	 1.015	 0.756	 0.905	 0.918	 0.000	
  169 1.152	 1.142	 0.958	 1.068	 0.577	 3.054	 0.525	 0.586	 1.015	 0.756	 0.905	 0.918	 0.000	
  170 1.145	 1.102	 0.988	 1.008	 2.580	 2.160	 0.194	 0.865	 0.945	 0.799	 1.114	 0.720	 0.000	
  171 1.145	 1.102	 0.988	 1.008	 2.580	 2.160	 0.194	 0.865	 0.945	 0.799	 1.114	 0.720	 0.000	
  172 1.145	 1.102	 0.988	 1.008	 2.580	 2.160	 0.194	 0.865	 0.945	 0.799	 1.114	 0.720	 0.000	
  173 1.236	 1.060	 0.940	 1.156	 2.080	 1.483	 0.396	 0.846	 0.883	 0.416	 1.194	 0.882	 0.000	
  174 1.106	 1.170	 1.084	 1.338	 3.751	 3.086	 0.244	 0.705	 1.255	 0.629	 1.044	 0.833	 0.000	
  175 1.025	 1.218	 0.967	 1.073	 2.942	 3.110	 0.222	 0.738	 1.163	 0.636	 1.107	 0.762	 0.000	
  176 1.025	 1.218	 0.967	 1.073	 2.942	 3.110	 0.222	 0.738	 1.163	 0.636	 1.107	 0.762	 0.000	
  177 1.025	 1.218	 0.967	 1.073	 2.942	 3.110	 0.222	 0.738	 1.163	 0.636	 1.107	 0.762	 0.000	
  178 1.025	 1.218	 0.967	 1.073	 2.942	 3.110	 0.222	 0.738	 1.163	 0.636	 1.107	 0.762	 0.000	
  179 1.025	 1.218	 0.967	 1.073	 2.942	 3.110	 0.222	 0.738	 1.163	 0.636	 1.107	 0.762	 0.000	
  180 0.972	 0.972	 1.168	 0.933	 1.122	 2.211	 0.213	 0.779	 1.216	 0.599	 1.094	 0.987	 0.000	
  181 0.972	 0.972	 1.168	 0.933	 1.122	 2.211	 0.213	 0.779	 1.216	 0.599	 1.094	 0.987	 0.000	
  182 1.073	 0.984	 1.151	 0.140	 0.968	 4.772	 0.326	 0.794	 0.972	 0.803	 1.014	 0.793	 0.000	
  183 1.073	 0.984	 1.151	 0.140	 0.968	 4.772	 0.326	 0.794	 0.972	 0.803	 1.014	 0.793	 0.000	
  184 1.073	 0.984	 1.151	 0.140	 0.968	 4.772	 0.326	 0.794	 0.972	 0.803	 1.014	 0.793	 0.000	
  185 1.073	 0.984	 1.151	 0.140	 0.968	 4.772	 0.326	 0.794	 0.972	 0.803	 1.014	 0.793	 0.000	
  186 0.930	 1.174	 1.175	 0.636	 1.491	 3.359	 0.155	 0.904	 1.017	 0.770	 1.070	 0.781	 0.000	
  187 1.020	 1.226	 0.998	 0.870	 1.408	 4.369	 0.718	 0.318	 1.228	 0.657	 0.944	 0.785	 0.000	
  188 1.020	 1.226	 0.998	 0.870	 1.408	 4.369	 0.718	 0.318	 1.228	 0.657	 0.944	 0.785	 0.000	
  189 1.020	 1.226	 0.998	 0.870	 1.408	 4.369	 0.718	 0.318	 1.228	 0.657	 0.944	 0.785	 0.000	
  190 1.020	 1.226	 0.998	 0.870	 1.408	 4.369	 0.718	 0.318	 1.228	 0.657	 0.944	 0.785	 0.000	
  191 1.224	 1.090	 0.968	 1.166	 2.357	 3.408	 0.282	 0.573	 1.264	 0.811	 0.876	 0.821	 0.000	
  192 1.195	 1.234	 0.882	 1.209	 2.260	 1.719	 0.549	 0.567	 0.918	 0.771	 1.166	 0.626	 0.000	
  193 1.035	 1.233	 1.240	 0.326	 1.367	 2.634	 0.300	 0.648	 1.099	 1.039	 0.727	 0.950	 0.000	
  194 1.035	 1.233	 1.240	 0.326	 1.367	 2.634	 0.300	 0.648	 1.099	 1.039	 0.727	 0.950	 0.000	
  195 1.211	 1.099	 1.161	 0.962	 2.855	 3.759	 0.354	 0.641	 1.136	 0.738	 0.981	 0.734	 0.000	
  196 1.211	 1.099	 1.161	 0.962	 2.855	 3.759	 0.354	 0.641	 1.136	 0.738	 0.981	 0.734	 0.000	
  197 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  198 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  199 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  200 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  201 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  202 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  203 1.194	 1.120	 1.070	 1.142	 4.522	 3.708	 0.278	 0.826	 0.855	 0.884	 1.125	 0.561	 0.000	
  204 1.189	 1.209	 0.942	 1.310	 1.702	 2.080	 0.669	 0.433	 1.135	 0.524	 1.079	 0.743	 0.000	
  205 1.258	 1.013	 1.206	 0.866	 0.889	 2.530	 0.077	 0.954	 1.057	 0.464	 1.267	 0.820	 0.000	
